location_id,city,neighbourhood,country,region,type,expected_class,lat,lon
1352,London,Grid_London_36,UK,London-Metro,Grid,Low,51.44664392439243,-0.08224695075674988
1353,London,Grid_London_37,UK,London-Metro,Grid,High,51.44664392439243,-0.1776914348854643
1354,London,Grid_London_38,UK,London-Metro,Grid,Medium,51.47634689468946,-0.22541367694982145
1355,London,Grid_London_39,UK,London-Metro,Grid,Low,51.58030729072907,-0.12996919282110708
1356,London,Grid_London_40,UK,London-Metro,Grid,High,51.565455805580555,-0.20155255591764287
1357,London,Grid_London_41,UK,London-Metro,Grid,Medium,51.46149540954095,-0.034524708692392755
1358,London,Grid_London_42,UK,London-Metro,Grid,Low,51.55060432043204,-0.22541367694982145
1359,London,Grid_London_43,UK,London-Metro,Grid,High,51.44664392439243,-0.05838582972457132
1360,London,Grid_London_44,UK,London-Metro,Grid,Medium,51.58030729072907,-0.1538303138532857
1361,London,Grid_London_45,UK,London-Metro,Grid,Low,51.49119837983798,-0.010663587660214136
1362,London,Grid_London_46,UK,London-Metro,Grid,High,51.43179243924392,-0.12996919282110708
1363,London,Grid_London_47,UK,London-Metro,Grid,Medium,51.44664392439243,-0.20155255591764287
1364,London,Grid_London_48,UK,London-Metro,Grid,Low,51.46149540954095,-0.22541367694982145
1365,London,Grid_London_49,UK,London-Metro,Grid,High,51.52090135013501,-0.24927479798200006
1366,London,Grid_London_50,UK,London-Metro,Grid,Medium,51.43179243924392,-0.1061080717889285
1367,London,Grid_London_51,UK,London-Metro,Grid,Low,51.43179243924392,-0.1538303138532857
1368,London,Grid_London_52,UK,London-Metro,Grid,High,51.49119837983798,-0.24927479798200006
1369,London,Grid_London_53,UK,London-Metro,Grid,Medium,51.58030729072907,-0.08224695075674988
1370,London,Grid_London_54,UK,London-Metro,Grid,Low,51.58030729072907,-0.1776914348854643
1371,London,Grid_London_55,UK,London-Metro,Grid,High,51.47634689468946,-0.010663587660214136
1372,London,Grid_London_56,UK,London-Metro,Grid,Medium,51.535752835283525,-0.24927479798200006
1373,London,Grid_London_57,UK,London-Metro,Grid,Low,51.43179243924392,-0.08224695075674988
1374,London,Grid_London_58,UK,London-Metro,Grid,High,51.43179243924392,-0.1776914348854643
1375,London,Grid_London_59,UK,London-Metro,Grid,Medium,51.47634689468946,-0.24927479798200006
1376,London,Grid_London_60,UK,London-Metro,Grid,Low,51.565455805580555,-0.034524708692392755
1377,London,Grid_London_61,UK,London-Metro,Grid,High,51.565455805580555,-0.22541367694982145
1378,London,Grid_London_62,UK,London-Metro,Grid,Medium,51.44664392439243,-0.034524708692392755
1379,London,Grid_London_63,UK,London-Metro,Grid,Low,51.58030729072907,-0.05838582972457132
1380,London,Grid_London_64,UK,London-Metro,Grid,High,51.44664392439243,-0.22541367694982145
1381,London,Grid_London_65,UK,London-Metro,Grid,Medium,51.58030729072907,-0.20155255591764287
1382,London,Grid_London_66,UK,London-Metro,Grid,Low,51.46149540954095,-0.010663587660214136
1383,London,Grid_London_67,UK,London-Metro,Grid,High,51.55060432043204,-0.24927479798200006
1384,London,Grid_London_68,UK,London-Metro,Grid,Medium,51.43179243924392,-0.05838582972457132
1385,London,Grid_London_69,UK,London-Metro,Grid,Low,51.595158775877586,-0.12996919282110708
1386,London,Grid_London_70,UK,London-Metro,Grid,High,51.506049864986494,0.01319753337196447
1387,London,Grid_London_71,UK,London-Metro,Grid,Medium,51.43179243924392,-0.20155255591764287
1388,London,Grid_London_72,UK,London-Metro,Grid,Low,51.46149540954095,-0.24927479798200006
1389,London,Grid_London_73,UK,London-Metro,Grid,High,51.52090135013501,0.01319753337196447
1390,London,Grid_London_74,UK,London-Metro,Grid,Medium,51.595158775877586,-0.1538303138532857
1391,London,Grid_London_75,UK,London-Metro,Grid,Low,51.49119837983798,0.01319753337196447
1392,London,Grid_London_76,UK,London-Metro,Grid,High,51.41694095409541,-0.12996919282110708
1393,London,Grid_London_77,UK,London-Metro,Grid,Medium,51.506049864986494,-0.27313591901417866
1394,London,Grid_London_78,UK,London-Metro,Grid,Low,51.41694095409541,-0.1061080717889285
1395,London,Grid_London_79,UK,London-Metro,Grid,High,51.41694095409541,-0.1538303138532857
1396,London,Grid_London_80,UK,London-Metro,Grid,Medium,51.49119837983798,-0.27313591901417866
1397,London,Grid_London_81,UK,London-Metro,Grid,Low,51.595158775877586,-0.08224695075674988
1398,London,Grid_London_82,UK,London-Metro,Grid,High,51.595158775877586,-0.1776914348854643
1399,London,Grid_London_83,UK,London-Metro,Grid,Medium,51.47634689468946,0.01319753337196447
1400,London,Grid_London_84,UK,London-Metro,Grid,Low,51.565455805580555,-0.010663587660214136
1401,London,Grid_London_85,UK,London-Metro,Grid,High,51.58030729072907,-0.034524708692392755
1402,London,Grid_London_86,UK,London-Metro,Grid,Medium,51.41694095409541,-0.08224695075674988
1403,London,Grid_London_87,UK,London-Metro,Grid,Low,51.58030729072907,-0.22541367694982145
1404,London,Grid_London_88,UK,London-Metro,Grid,High,51.44664392439243,-0.010663587660214136
1405,London,Grid_London_89,UK,London-Metro,Grid,Medium,51.565455805580555,-0.24927479798200006
1406,London,Grid_London_90,UK,London-Metro,Grid,Low,51.43179243924392,-0.034524708692392755
1407,London,Grid_London_91,UK,London-Metro,Grid,High,51.41694095409541,-0.1776914348854643
1408,London,Grid_London_92,UK,London-Metro,Grid,Medium,51.47634689468946,-0.27313591901417866
1409,London,Grid_London_93,UK,London-Metro,Grid,Low,51.43179243924392,-0.22541367694982145
1410,London,Grid_London_94,UK,London-Metro,Grid,High,51.44664392439243,-0.24927479798200006
1411,London,Grid_London_95,UK,London-Metro,Grid,Medium,51.595158775877586,-0.05838582972457132
1412,London,Grid_London_96,UK,London-Metro,Grid,Low,51.595158775877586,-0.20155255591764287
1413,London,Grid_London_97,UK,London-Metro,Grid,High,51.46149540954095,0.01319753337196447
1414,London,Grid_London_98,UK,London-Metro,Grid,Medium,51.41694095409541,-0.05838582972457132
1415,London,Grid_London_99,UK,London-Metro,Grid,Low,51.41694095409541,-0.20155255591764287
1416,London,Grid_London_100,UK,London-Metro,Grid,High,51.46149540954095,-0.27313591901417866
1417,London,Grid_London_101,UK,London-Metro,Grid,Medium,51.6100102610261,-0.12996919282110708
1418,London,Grid_London_102,UK,London-Metro,Grid,Low,51.58030729072907,-0.010663587660214136
1419,London,Grid_London_103,UK,London-Metro,Grid,High,51.52090135013501,0.03705865440414305
1420,London,Grid_London_104,UK,London-Metro,Grid,Medium,51.6100102610261,-0.1061080717889285
1421,London,Grid_London_105,UK,London-Metro,Grid,Low,51.6100102610261,-0.1538303138532857
1422,London,Grid_London_106,UK,London-Metro,Grid,High,51.58030729072907,-0.24927479798200006
1423,London,Grid_London_107,UK,London-Metro,Grid,Medium,51.43179243924392,-0.010663587660214136
1424,London,Grid_London_108,UK,London-Metro,Grid,Low,51.565455805580555,0.01319753337196447
1425,London,Grid_London_109,UK,London-Metro,Grid,High,51.595158775877586,-0.034524708692392755
1426,London,Grid_London_110,UK,London-Metro,Grid,Medium,51.40208946894689,-0.12996919282110708
1427,London,Grid_London_111,UK,London-Metro,Grid,Low,51.40208946894689,-0.1061080717889285
1428,London,Grid_London_112,UK,London-Metro,Grid,High,51.535752835283525,0.03705865440414305
1429,London,Grid_London_113,UK,London-Metro,Grid,Medium,51.6100102610261,-0.08224695075674988
1430,London,Grid_London_114,UK,London-Metro,Grid,Low,51.40208946894689,-0.1538303138532857
1431,London,Grid_London_115,UK,London-Metro,Grid,High,51.49119837983798,-0.29699704004635724
1432,London,Grid_London_116,UK,London-Metro,Grid,Medium,51.595158775877586,-0.22541367694982145
1433,London,Grid_London_117,UK,London-Metro,Grid,Low,51.44664392439243,0.01319753337196447
1434,London,Grid_London_118,UK,London-Metro,Grid,High,51.43179243924392,-0.24927479798200006
1435,London,Grid_London_119,UK,London-Metro,Grid,Medium,51.6100102610261,-0.1776914348854643
1436,London,Grid_London_120,UK,London-Metro,Grid,Low,51.47634689468946,0.03705865440414305
1437,London,Grid_London_121,UK,London-Metro,Grid,High,51.41694095409541,-0.034524708692392755
1438,London,Grid_London_122,UK,London-Metro,Grid,Medium,51.41694095409541,-0.22541367694982145
1439,London,Grid_London_123,UK,London-Metro,Grid,Low,51.44664392439243,-0.27313591901417866
1440,London,Grid_London_124,UK,London-Metro,Grid,High,51.40208946894689,-0.08224695075674988
1441,London,Grid_London_125,UK,London-Metro,Grid,Medium,51.40208946894689,-0.1776914348854643
1442,London,Grid_London_126,UK,London-Metro,Grid,Low,51.47634689468946,-0.29699704004635724
1443,London,Grid_London_127,UK,London-Metro,Grid,High,51.55060432043204,0.03705865440414305
1444,London,Grid_London_128,UK,London-Metro,Grid,Medium,51.6100102610261,-0.05838582972457132
1445,London,Grid_London_129,UK,London-Metro,Grid,Low,51.6100102610261,-0.20155255591764287
1446,London,Grid_London_130,UK,London-Metro,Grid,High,51.46149540954095,0.03705865440414305
1447,London,Grid_London_131,UK,London-Metro,Grid,Medium,51.55060432043204,-0.29699704004635724
1448,London,Grid_London_132,UK,London-Metro,Grid,Low,51.40208946894689,-0.05838582972457132
1449,London,Grid_London_133,UK,London-Metro,Grid,High,51.58030729072907,0.01319753337196447
1450,London,Grid_London_134,UK,London-Metro,Grid,Medium,51.595158775877586,-0.010663587660214136
1451,London,Grid_London_135,UK,London-Metro,Grid,Low,51.40208946894689,-0.20155255591764287
1452,London,Grid_London_136,UK,London-Metro,Grid,High,51.46149540954095,-0.29699704004635724
1453,London,Grid_London_137,UK,London-Metro,Grid,Medium,51.595158775877586,-0.24927479798200006
1454,London,Grid_London_138,UK,London-Metro,Grid,Low,51.43179243924392,0.01319753337196447
1455,London,Grid_London_139,UK,London-Metro,Grid,High,51.58030729072907,-0.27313591901417866
1456,London,Grid_London_140,UK,London-Metro,Grid,Medium,51.41694095409541,-0.010663587660214136
1457,London,Grid_London_141,UK,London-Metro,Grid,Low,51.624861746174616,-0.12996919282110708
1458,London,Grid_London_142,UK,London-Metro,Grid,High,51.565455805580555,0.03705865440414305
1459,London,Grid_London_143,UK,London-Metro,Grid,Medium,51.6100102610261,-0.034524708692392755
1460,London,Grid_London_144,UK,London-Metro,Grid,Low,51.41694095409541,-0.24927479798200006
1461,London,Grid_London_145,UK,London-Metro,Grid,High,51.43179243924392,-0.27313591901417866
1462,London,Grid_London_146,UK,London-Metro,Grid,Medium,51.624861746174616,-0.1061080717889285
1463,London,Grid_London_147,UK,London-Metro,Grid,Low,51.624861746174616,-0.1538303138532857
1464,London,Grid_London_148,UK,London-Metro,Grid,High,51.49119837983798,0.06091977543632163
1465,London,Grid_London_149,UK,London-Metro,Grid,Medium,51.6100102610261,-0.22541367694982145
1466,London,Grid_London_150,UK,London-Metro,Grid,Low,51.44664392439243,0.03705865440414305
1467,London,Grid_London_151,UK,London-Metro,Grid,High,51.38723798379838,-0.12996919282110708
1468,London,Grid_London_152,UK,London-Metro,Grid,Medium,51.506049864986494,-0.3208581610785358
1469,London,Grid_London_153,UK,London-Metro,Grid,Low,51.40208946894689,-0.034524708692392755
1470,London,Grid_London_154,UK,London-Metro,Grid,High,51.535752835283525,0.06091977543632163
1471,London,Grid_London_155,UK,London-Metro,Grid,Medium,51.624861746174616,-0.08224695075674988
1472,London,Grid_London_156,UK,London-Metro,Grid,Low,51.38723798379838,-0.1061080717889285
1473,London,Grid_London_157,UK,London-Metro,Grid,High,51.38723798379838,-0.1538303138532857
1474,London,Grid_London_158,UK,London-Metro,Grid,Medium,51.49119837983798,-0.3208581610785358
1475,London,Grid_London_159,UK,London-Metro,Grid,Low,51.624861746174616,-0.1776914348854643
1476,London,Grid_London_160,UK,London-Metro,Grid,High,51.47634689468946,0.06091977543632163
1477,London,Grid_London_161,UK,London-Metro,Grid,Medium,51.40208946894689,-0.22541367694982145
1478,London,Grid_London_162,UK,London-Metro,Grid,Low,51.44664392439243,-0.29699704004635724
1479,London,Grid_London_163,UK,London-Metro,Grid,High,51.535752835283525,-0.3208581610785358
1480,London,Grid_London_164,UK,London-Metro,Grid,Medium,51.595158775877586,0.01319753337196447
1481,London,Grid_London_165,UK,London-Metro,Grid,Low,51.38723798379838,-0.1776914348854643
1482,London,Grid_London_166,UK,London-Metro,Grid,High,51.47634689468946,-0.3208581610785358
1483,London,Grid_London_167,UK,London-Metro,Grid,Medium,51.55060432043204,0.06091977543632163
1484,London,Grid_London_168,UK,London-Metro,Grid,Low,51.624861746174616,-0.05838582972457132
1485,London,Grid_London_169,UK,London-Metro,Grid,High,51.58030729072907,0.03705865440414305
1486,London,Grid_London_170,UK,London-Metro,Grid,Medium,51.6100102610261,-0.010663587660214136
1487,London,Grid_London_171,UK,London-Metro,Grid,Low,51.595158775877586,-0.27313591901417866
1488,London,Grid_London_172,UK,London-Metro,Grid,High,51.624861746174616,-0.20155255591764287
1489,London,Grid_London_173,UK,London-Metro,Grid,Medium,51.41694095409541,0.01319753337196447
1490,London,Grid_London_174,UK,London-Metro,Grid,Low,51.46149540954095,0.06091977543632163
1491,London,Grid_London_175,UK,London-Metro,Grid,High,51.6100102610261,-0.24927479798200006
1492,London,Grid_London_176,UK,London-Metro,Grid,Medium,51.43179243924392,0.03705865440414305
1493,London,Grid_London_177,UK,London-Metro,Grid,Low,51.55060432043204,-0.3208581610785358
1494,London,Grid_London_178,UK,London-Metro,Grid,High,51.38723798379838,-0.05838582972457132
1495,London,Grid_London_179,UK,London-Metro,Grid,Medium,51.41694095409541,-0.27313591901417866
1496,London,Grid_London_180,UK,London-Metro,Grid,Low,51.58030729072907,-0.29699704004635724
1497,London,Grid_London_181,UK,London-Metro,Grid,High,51.40208946894689,-0.010663587660214136
1498,London,Grid_London_182,UK,London-Metro,Grid,Medium,51.38723798379838,-0.20155255591764287
1499,London,Grid_London_183,UK,London-Metro,Grid,Low,51.46149540954095,-0.3208581610785358
1500,London,Grid_London_184,UK,London-Metro,Grid,High,51.43179243924392,-0.29699704004635724
1501,London,Grid_London_185,UK,London-Metro,Grid,Medium,51.565455805580555,0.06091977543632163
1502,London,Grid_London_186,UK,London-Metro,Grid,Low,51.624861746174616,-0.034524708692392755
1503,London,Grid_London_187,UK,London-Metro,Grid,High,51.624861746174616,-0.22541367694982145
1504,London,Grid_London_188,UK,London-Metro,Grid,Medium,51.44664392439243,0.06091977543632163
1505,London,Grid_London_189,UK,London-Metro,Grid,Low,51.63971323132313,-0.12996919282110708
1506,London,Grid_London_190,UK,London-Metro,Grid,High,51.506049864986494,0.08478089646850023
1507,London,Grid_London_191,UK,London-Metro,Grid,Medium,51.52090135013501,0.08478089646850023
1508,London,Grid_London_192,UK,London-Metro,Grid,Low,51.63971323132313,-0.1061080717889285
1509,London,Grid_London_193,UK,London-Metro,Grid,High,51.63971323132313,-0.1538303138532857
1510,London,Grid_London_194,UK,London-Metro,Grid,Medium,51.49119837983798,0.08478089646850023
1511,London,Grid_London_195,UK,London-Metro,Grid,Low,51.565455805580555,-0.3208581610785358
1512,London,Grid_London_196,UK,London-Metro,Grid,High,51.38723798379838,-0.034524708692392755
1513,London,Grid_London_197,UK,London-Metro,Grid,Medium,51.38723798379838,-0.22541367694982145
1514,London,Grid_London_198,UK,London-Metro,Grid,Low,51.44664392439243,-0.3208581610785358
1515,London,Grid_London_199,UK,London-Metro,Grid,High,51.595158775877586,0.03705865440414305
1516,London,Grid_London_200,UK,London-Metro,Grid,Medium,51.6100102610261,0.01319753337196447
1517,London,Grid_London_201,UK,London-Metro,Grid,Low,51.37238649864986,-0.12996919282110708
1518,London,Grid_London_202,UK,London-Metro,Grid,High,51.506049864986494,-0.34471928211071445
1519,London,Grid_London_203,UK,London-Metro,Grid,Medium,51.63971323132313,-0.08224695075674988
1520,London,Grid_London_204,UK,London-Metro,Grid,Low,51.52090135013501,-0.34471928211071445
1521,London,Grid_London_205,UK,London-Metro,Grid,High,51.63971323132313,-0.1776914348854643
1522,London,Grid_London_206,UK,London-Metro,Grid,Medium,51.47634689468946,0.08478089646850023
1523,London,Grid_London_207,UK,London-Metro,Grid,Low,51.37238649864986,-0.1538303138532857
1524,London,Grid_London_208,UK,London-Metro,Grid,High,51.49119837983798,-0.34471928211071445
1525,London,Grid_London_209,UK,London-Metro,Grid,Medium,51.6100102610261,-0.27313591901417866
1526,London,Grid_London_210,UK,London-Metro,Grid,Low,51.41694095409541,0.03705865440414305
1527,London,Grid_London_211,UK,London-Metro,Grid,High,51.595158775877586,-0.29699704004635724
1528,London,Grid_London_212,UK,London-Metro,Grid,Medium,51.40208946894689,0.01319753337196447
1529,London,Grid_London_213,UK,London-Metro,Grid,Low,51.535752835283525,-0.34471928211071445
1530,London,Grid_London_214,UK,London-Metro,Grid,High,51.58030729072907,0.06091977543632163
1531,London,Grid_London_215,UK,London-Metro,Grid,Medium,51.624861746174616,-0.010663587660214136
1532,London,Grid_London_216,UK,London-Metro,Grid,Low,51.37238649864986,-0.1776914348854643
1533,London,Grid_London_217,UK,London-Metro,Grid,High,51.47634689468946,-0.34471928211071445
1534,London,Grid_London_218,UK,London-Metro,Grid,Medium,51.41694095409541,-0.29699704004635724
1535,London,Grid_London_219,UK,London-Metro,Grid,Low,51.55060432043204,0.08478089646850023
1536,London,Grid_London_220,UK,London-Metro,Grid,High,51.63971323132313,-0.05838582972457132
1537,London,Grid_London_221,UK,London-Metro,Grid,Medium,51.624861746174616,-0.24927479798200006
1538,London,Grid_London_222,UK,London-Metro,Grid,Low,51.43179243924392,0.06091977543632163
1539,London,Grid_London_223,UK,London-Metro,Grid,High,51.63971323132313,-0.20155255591764287
1540,London,Grid_London_224,UK,London-Metro,Grid,Medium,51.46149540954095,0.08478089646850023
1541,London,Grid_London_225,UK,London-Metro,Grid,Low,51.58030729072907,-0.3208581610785358
1542,London,Grid_London_226,UK,London-Metro,Grid,High,51.38723798379838,-0.010663587660214136
1543,London,Grid_London_227,UK,London-Metro,Grid,Medium,51.55060432043204,-0.34471928211071445
1544,London,Grid_London_228,UK,London-Metro,Grid,Low,51.37238649864986,-0.05838582972457132
1545,London,Grid_London_229,UK,London-Metro,Grid,High,51.43179243924392,-0.3208581610785358
1546,London,Grid_London_230,UK,London-Metro,Grid,Medium,51.37238649864986,-0.20155255591764287
1547,London,Grid_London_231,UK,London-Metro,Grid,Low,51.46149540954095,-0.34471928211071445
1548,London,Grid_London_232,UK,London-Metro,Grid,High,51.565455805580555,0.08478089646850023
1549,London,Grid_London_233,UK,London-Metro,Grid,Medium,51.63971323132313,-0.034524708692392755
1550,London,Grid_London_234,UK,London-Metro,Grid,Low,51.6100102610261,0.03705865440414305
1551,London,Grid_London_235,UK,London-Metro,Grid,High,51.63971323132313,-0.22541367694982145
1552,London,Grid_London_236,UK,London-Metro,Grid,Medium,51.44664392439243,0.08478089646850023
1553,London,Grid_London_237,UK,London-Metro,Grid,Low,51.595158775877586,0.06091977543632163
1554,London,Grid_London_238,UK,London-Metro,Grid,High,51.624861746174616,0.01319753337196447
1555,London,Grid_London_239,UK,London-Metro,Grid,Medium,51.565455805580555,-0.34471928211071445
1556,London,Grid_London_240,UK,London-Metro,Grid,Low,51.6100102610261,-0.29699704004635724
1557,London,Grid_London_241,UK,London-Metro,Grid,High,51.37238649864986,-0.034524708692392755
1558,London,Grid_London_242,UK,London-Metro,Grid,Medium,51.40208946894689,0.03705865440414305
1559,London,Grid_London_243,UK,London-Metro,Grid,Low,51.37238649864986,-0.22541367694982145
1560,London,Grid_London_244,UK,London-Metro,Grid,High,51.44664392439243,-0.34471928211071445
1561,London,Grid_London_245,UK,London-Metro,Grid,Medium,51.624861746174616,-0.27313591901417866
1562,London,Grid_London_246,UK,London-Metro,Grid,Low,51.41694095409541,0.06091977543632163
1563,London,Grid_London_247,UK,London-Metro,Grid,High,51.595158775877586,-0.3208581610785358
1564,London,Grid_London_248,UK,London-Metro,Grid,Medium,51.38723798379838,0.01319753337196447
1565,London,Grid_London_249,UK,London-Metro,Grid,Low,51.40208946894689,-0.29699704004635724
1566,London,Grid_London_250,UK,London-Metro,Grid,High,51.38723798379838,-0.27313591901417866
1567,London,Grid_London_251,UK,London-Metro,Grid,Medium,51.41694095409541,-0.3208581610785358
1568,London,Grid_London_252,UK,London-Metro,Grid,Low,51.58030729072907,0.08478089646850023
1569,London,Grid_London_253,UK,London-Metro,Grid,High,51.63971323132313,-0.010663587660214136
1570,London,Grid_London_254,UK,London-Metro,Grid,Medium,51.63971323132313,-0.24927479798200006
1571,London,Grid_London_255,UK,London-Metro,Grid,Low,51.43179243924392,0.08478089646850023
1572,London,Grid_London_256,UK,London-Metro,Grid,High,51.58030729072907,-0.34471928211071445
1573,London,Grid_London_257,UK,London-Metro,Grid,Medium,51.37238649864986,-0.010663587660214136
1574,London,Grid_London_258,UK,London-Metro,Grid,Low,51.37238649864986,-0.24927479798200006
1575,London,Grid_London_259,UK,London-Metro,Grid,High,51.43179243924392,-0.34471928211071445
1576,London,Grid_London_260,UK,London-Metro,Grid,Medium,51.6100102610261,0.06091977543632163
1577,London,Grid_London_261,UK,London-Metro,Grid,Low,51.624861746174616,0.03705865440414305
1578,London,Grid_London_262,UK,London-Metro,Grid,High,51.624861746174616,-0.29699704004635724
1579,London,Grid_London_263,UK,London-Metro,Grid,Medium,51.40208946894689,0.06091977543632163
1580,London,Grid_London_264,UK,London-Metro,Grid,Low,51.6100102610261,-0.3208581610785358
1581,London,Grid_London_265,UK,London-Metro,Grid,High,51.38723798379838,0.03705865440414305
1582,London,Grid_London_266,UK,London-Metro,Grid,Medium,51.595158775877586,0.08478089646850023
1583,London,Grid_London_267,UK,London-Metro,Grid,Low,51.63971323132313,0.01319753337196447
1584,London,Grid_London_268,UK,London-Metro,Grid,High,51.38723798379838,-0.29699704004635724
1585,London,Grid_London_269,UK,London-Metro,Grid,Medium,51.40208946894689,-0.3208581610785358
1586,London,Grid_London_270,UK,London-Metro,Grid,Low,51.63971323132313,-0.27313591901417866
1587,London,Grid_London_271,UK,London-Metro,Grid,High,51.41694095409541,0.08478089646850023
1588,London,Grid_London_272,UK,London-Metro,Grid,Medium,51.595158775877586,-0.34471928211071445
1589,London,Grid_London_273,UK,London-Metro,Grid,Low,51.37238649864986,0.01319753337196447
1590,London,Grid_London_274,UK,London-Metro,Grid,High,51.37238649864986,-0.27313591901417866
1591,London,Grid_London_275,UK,London-Metro,Grid,Medium,51.41694095409541,-0.34471928211071445
1592,London,Grid_London_276,UK,London-Metro,Grid,Low,51.624861746174616,0.06091977543632163
1593,London,Grid_London_277,UK,London-Metro,Grid,High,51.6100102610261,0.08478089646850023
1594,London,Grid_London_278,UK,London-Metro,Grid,Medium,51.63971323132313,0.03705865440414305
1595,London,Grid_London_279,UK,London-Metro,Grid,Low,51.624861746174616,-0.3208581610785358
1596,London,Grid_London_280,UK,London-Metro,Grid,High,51.38723798379838,0.06091977543632163
1597,London,Grid_London_281,UK,London-Metro,Grid,Medium,51.63971323132313,-0.29699704004635724
1598,London,Grid_London_282,UK,London-Metro,Grid,Low,51.40208946894689,0.08478089646850023
1599,London,Grid_London_283,UK,London-Metro,Grid,High,51.6100102610261,-0.34471928211071445
1600,London,Grid_London_284,UK,London-Metro,Grid,Medium,51.37238649864986,0.03705865440414305
1601,London,Grid_London_285,UK,London-Metro,Grid,Low,51.38723798379838,-0.3208581610785358
1602,London,Grid_London_286,UK,London-Metro,Grid,High,51.37238649864986,-0.29699704004635724
1603,London,Grid_London_287,UK,London-Metro,Grid,Medium,51.40208946894689,-0.34471928211071445
1604,London,Grid_London_288,UK,London-Metro,Grid,Low,51.624861746174616,0.08478089646850023
1605,London,Grid_London_289,UK,London-Metro,Grid,High,51.63971323132313,0.06091977543632163
1606,London,Grid_London_290,UK,London-Metro,Grid,Medium,51.63971323132313,-0.3208581610785358
1607,London,Grid_London_291,UK,London-Metro,Grid,Low,51.624861746174616,-0.34471928211071445
1608,London,Grid_London_292,UK,London-Metro,Grid,High,51.38723798379838,0.08478089646850023
1609,London,Grid_London_293,UK,London-Metro,Grid,Medium,51.37238649864986,0.06091977543632163
1610,London,Grid_London_294,UK,London-Metro,Grid,Low,51.37238649864986,-0.3208581610785358
1611,London,Grid_London_295,UK,London-Metro,Grid,High,51.38723798379838,-0.34471928211071445
1612,London,Grid_London_296,UK,London-Metro,Grid,Medium,51.63971323132313,0.08478089646850023
1613,London,Grid_London_297,UK,London-Metro,Grid,Low,51.63971323132313,-0.34471928211071445
1614,London,Grid_London_298,UK,London-Metro,Grid,High,51.37238649864986,0.08478089646850023
1615,London,Grid_London_299,UK,London-Metro,Grid,Medium,51.37238649864986,-0.34471928211071445
1616,Tokyo,Grid_Tokyo_0,Japan,Tokyo-Metro,Grid,Low,35.6748498649865,139.64863793913065
1617,Tokyo,Grid_Tokyo_1,Japan,Tokyo-Metro,Grid,High,35.68970135013502,139.64863793913065
1618,Tokyo,Grid_Tokyo_2,Japan,Tokyo-Metro,Grid,Medium,35.65999837983799,139.64863793913065
1619,Tokyo,Grid_Tokyo_3,Japan,Tokyo-Metro,Grid,Low,35.6748498649865,139.63035526956804
1620,Tokyo,Grid_Tokyo_4,Japan,Tokyo-Metro,Grid,High,35.68970135013502,139.6669206086933
1621,Tokyo,Grid_Tokyo_5,Japan,Tokyo-Metro,Grid,Medium,35.68970135013502,139.63035526956804
1622,Tokyo,Grid_Tokyo_6,Japan,Tokyo-Metro,Grid,Low,35.6748498649865,139.6852032782559
1623,Tokyo,Grid_Tokyo_7,Japan,Tokyo-Metro,Grid,High,35.64514689468947,139.64863793913065
1624,Tokyo,Grid_Tokyo_8,Japan,Tokyo-Metro,Grid,Medium,35.6748498649865,139.6120726000054
1625,Tokyo,Grid_Tokyo_9,Japan,Tokyo-Metro,Grid,Low,35.65999837983799,139.6852032782559
1626,Tokyo,Grid_Tokyo_10,Japan,Tokyo-Metro,Grid,High,35.68970135013502,139.6120726000054
1627,Tokyo,Grid_Tokyo_11,Japan,Tokyo-Metro,Grid,Medium,35.64514689468947,139.6669206086933
1628,Tokyo,Grid_Tokyo_12,Japan,Tokyo-Metro,Grid,Low,35.70455283528353,139.6852032782559
1629,Tokyo,Grid_Tokyo_13,Japan,Tokyo-Metro,Grid,High,35.71940432043205,139.64863793913065
1630,Tokyo,Grid_Tokyo_14,Japan,Tokyo-Metro,Grid,Medium,35.6748498649865,139.70348594781854
1631,Tokyo,Grid_Tokyo_15,Japan,Tokyo-Metro,Grid,Low,35.71940432043205,139.6669206086933
1632,Tokyo,Grid_Tokyo_16,Japan,Tokyo-Metro,Grid,High,35.630295409540956,139.64863793913065
1633,Tokyo,Grid_Tokyo_17,Japan,Tokyo-Metro,Grid,Medium,35.6748498649865,139.59378993044277
1634,Tokyo,Grid_Tokyo_18,Japan,Tokyo-Metro,Grid,Low,35.68970135013502,139.59378993044277
1635,Tokyo,Grid_Tokyo_19,Japan,Tokyo-Metro,Grid,High,35.630295409540956,139.6669206086933
1636,Tokyo,Grid_Tokyo_20,Japan,Tokyo-Metro,Grid,Medium,35.630295409540956,139.63035526956804
1637,Tokyo,Grid_Tokyo_21,Japan,Tokyo-Metro,Grid,Low,35.65999837983799,139.59378993044277
1638,Tokyo,Grid_Tokyo_22,Japan,Tokyo-Metro,Grid,High,35.71940432043205,139.6852032782559
1639,Tokyo,Grid_Tokyo_23,Japan,Tokyo-Metro,Grid,Medium,35.70455283528353,139.59378993044277
1640,Tokyo,Grid_Tokyo_24,Japan,Tokyo-Metro,Grid,Low,35.630295409540956,139.6852032782559
1641,Tokyo,Grid_Tokyo_25,Japan,Tokyo-Metro,Grid,High,35.630295409540956,139.6120726000054
1642,Tokyo,Grid_Tokyo_26,Japan,Tokyo-Metro,Grid,Medium,35.64514689468947,139.59378993044277
1643,Tokyo,Grid_Tokyo_27,Japan,Tokyo-Metro,Grid,Low,35.73425580558056,139.64863793913065
